เลขที่ลำดับ,Transaction ID,ชื่อ นามสกุล,ที่อยู่,หมายเลขบัตรประชาชน,เบอร์ติดต่อกลับ,ประเภทการชำระเงิน,  วันเวลา เข้ามาพัก,ห้องพักเลขที่,สัญชาติ,อาชีพ,มาจากตำบล อำเภอ จังหวัด หรือประเทศใด,จะไปตำบล อำเภอ จังหวัด หรือประเทศใด,วันเวลาที่ออกไป
78,VP01416,เทพรัชชัย เจริญทิศ,,,088-8740-569,เงินโอน QR,12 ก.ย. 68,A099,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
79,VP01417,จิรายุ,,,094-6144-325,เงินสด,12 ก.ย. 68,A096,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ก.ย. 68
80,VP01418,นวพล,,,098-9866-873,เงินสด,13 ก.ย. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
81,VP01419,ตามนต์,,,,เงินสด,13 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
82,VP01420,วรการต์,,,082-2570-894,เงินโอน QR,13 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
83,VP01421,มารุต,,,089-9121-739,เงินสด,13 ก.ย. 68,A098,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
84,VP01422,คุณติ๊ก,,,,เงินโอน QR,13 ก.ย. 68,A095,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
85,VP01423,อินดา,,,091-2293-979,เงินโอน QR,13 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
86,VP01424,บุญคุ้ม,,,,เงินโอน QR,13 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
87,VP01425,สมพงษ์,,,099-6455-686,เงินสด,13 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
88,VP01426,บริษัท เค.พี.เอส จำกัด,88 หมู่ที่ 8 ตำบลทรงธรรม อำเภอเมืองกำแพงเพชร จ.กำแพงเพชร 62000,625550000118,,เงินโอน QR,13 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
89,VP01427,ภัคจิรา กุมผล,,,085-7478-427,เงินโอน QR,13 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ก.ย. 68
90,VP01428,ศาสวัต อ้วนอินทร์,,,092-9927-666,เงินสด,14 ก.ย. 68,A111,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ก.ย. 68
91,VP01429,พิเชฐ,,,085-3037-501,เงินสด,14 ก.ย. 68,N1,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ก.ย. 68
92,VP01430,โกเมศ,,,082-5494-611,เงินสด,14 ก.ย. 68,N5,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ก.ย. 68
93,VP01431,ชริตา,,,083-8814-886,เงินโอน QR,14 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ก.ย. 68
94,VP01432,ทิติ,,,093-4074-048,เงินสด,14 ก.ย. 68,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ก.ย. 68
95,VP01433,จิระศักดิ์,,,,เงินโอน QR,14 ก.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ก.ย. 68
96,VP01434,ห้างหุ้นส่วนจำกัด เอส.ที.สเป็ค,15 ซอยนาคนิวาส 45 ถนนนาคนิวาส แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,103531012478,,เงินโอน QR,14 ก.ย. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ก.ย. 68
97,VP01435,ธัญมน,,,061-0702-482,เงินโอน QR,15 ก.ย. 68,B113,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ก.ย. 68
98,VP01436,ชีโร,,,,เงินสด,15 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ก.ย. 68
99,VP01437,เจษฎา,,,,เงินโอน QR,15 ก.ย. 68,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ก.ย. 68
100,VP01438,คุณเมษา,,,,เงินโอน QR,15 ก.ย. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ก.ย. 68
101,VP01439,พิชิช,,,,เงินสด,15 ก.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ก.ย. 68
102,VP01440,สุวิทย์,,,093-1625-588,เงินสด,15 ก.ย. 68,N4,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ก.ย. 68
103,VP01441,วิชัยยุทธ์,,,087-9781-098,เงินสด,16 ก.ย. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ก.ย. 68
104,VP01442,คุณโค๊ช,,,081-9626-145,เงินโอน QR,16 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ก.ย. 68
105,VP01443,คุณจุฑา,,,064-8173-770,เงินสด,16 ก.ย. 68,B100,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ก.ย. 68
106,VP01444,จีรศักดิ์,,,095-5364-576,เงินโอน QR,16 ก.ย. 68,B098,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ก.ย. 68
107,VP01445,วรพร,,,085-5400-552,เงินโอน QR,16 ก.ย. 68,A111,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ก.ย. 68
108,VP01446,นายธัญญารัตน์,,,082-0698-116,เงินโอน QR,16 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ก.ย. 68
109,VP01447,ธีรพงษ์ สนองเดช,,,062-9419-155,เงินสด,17 ก.ย. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ก.ย. 68
110,VP01448,ตรียากร,,,096-7843-811,เงินโอน QR,17 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ก.ย. 68
111,VP01449,ลุงสุพจน์,,,,เงินโอน QR,17 ก.ย. 68,A109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ก.ย. 68
112,VP01450,ชินดนัย,,,064-3963-521,เงินสด,17 ก.ย. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ก.ย. 68
113,VP01451,คุณนุ้ย,,,087-7426-778,เงินสด,17 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ก.ย. 68
114,VP01452,ครูแอ๋ว,,,,เงินสด,17 ก.ย. 68,N5,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ก.ย. 68
115,VP01453,ธนเดช,,,089-8621-739,เงินโอน QR,18 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ก.ย. 68
116,VP01454,นายแสงจันทร์ โพธิ์คำพก,,,087-9068-863,เงินสด,18 ก.ย. 68,A102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ก.ย. 68
117,VP01455,นาย สุทธิ์พงษ์ พรรษา,,,061-8994-796,เงินโอน QR,18 ก.ย. 68,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ก.ย. 68
118,VP01456,ศิริลัดดา,,,,เงินโอน QR,18 ก.ย. 68,A100,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ก.ย. 68
119,VP01457,เอกชัย,,,095-6630-055,เงินโอน QR,18 ก.ย. 68,A099,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ก.ย. 68
120,VP01458,ปริวัตร ภักดีแก้ว,,,098-12746-186,เงินสด,18 ก.ย. 68,A098,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ก.ย. 68
121,VP01459,จุฑาทิพย์ พารโท,,,098-1624-850,เงินโอน QR,19 ก.ย. 68,N8,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
122,VP01460,พิมรภัชร,,,095-5594-900,เงินโอน QR,19 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
123,VP01461,นันทิพร,,,081-1259-283,เงินสด,19 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
124,VP01462,นิวัชร์,,,081-8722-434,เงินสด,19 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
125,VP01463,กรมพัฒนาฝีมือแรงงาน,,,,เงินสด,19 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
126,VP01464,ทองศักดิ์,,,096-9705-633,เงินโอน QR,19 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
127,VP01465,นรินทร์,,,082-6417-213,เงินสด,19 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
128,VP01466,พัฒนพงษ์,,,095-7538-038,เงินโอน QR,19 ก.ย. 68,N8,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
129,VP01467,อรอุมา,,,084-0259-701,เงินโอน QR,19 ก.ย. 68,A100,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
130,VP01468,ปิยมาศ,,,061-4831-749,เงินโอน QR,19 ก.ย. 68,A099,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
131,VP01469,ธนพล,,,081-5064-081,เงินสด,19 ก.ย. 68,A098,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
132,VP01470,เมธาพร,,,084-4784-918,เงินโอน QR,19 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ก.ย. 68
133,VP01471,ภูรินทร์,,,099-4102-494,เงินโอน QR,20 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
134,VP01472,สุชาวดี,,,093-2645-318,เงินสด,20 ก.ย. 68,B101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
135,VP01473,นันทชัย,,,,เงินสด,20 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
136,VP01474,สายทอง ภูแล,,,095-4831-035,เงินสด,20 ก.ย. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
137,VP01475,พรหมรัตน์ อิสสระพงษ์,,,,เงินโอน QR,20 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
138,VP01476,ณรงภัทร,,,,เงินสด,20 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
139,VP01477,อุรัสยา อไร,,,090-2268-966,เงินโอน QR,20 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
140,VP01478,รุ่งฤดี ไทยะวัฒน์,,,098-3605-386,เงินโอน QR,20 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
141,VP01479,อำพร,,,085-1289-539,เงินโอน QR,20 ก.ย. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
142,VP01480,อาคม,,,084-3912-828,เงินสด,20 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
143,VP01481,เอกมิวสิก,,,090-323-1876,เงินโอน QR,20 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
144,VP01482,ณัชพล,,,085-4840-614,เงินโอน QR,20 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
145,VP01483,วรากานญ์,,3471201015392,082-2570-894,เงินสด,20 ก.ย. 68,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ก.ย. 68
146,VP01484,อภิรัตน์,,,,เงินสด,21 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
147,VP01485,สุทธิพงษ์,,,062-0418-821,เงินสด,21 ก.ย. 68,N4,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
148,VP01486,วัฒน์,,,081-8724-322,เงินโอน QR,21 ก.ย. 68,A108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
149,VP01487,จักรภัทร,,,064-9415-265,เงินสด,21 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
150,VP01488,ประรินทร์,,,096-6855-964,เงินโอน QR,21 ก.ย. 68,N5,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
151,VP01489,ศุภกิตติ์ แผ่นทอง,,,092-5681-864,เงินโอน QR,21 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
152,VP01490,บริโภคไทย,,,093-324-9754,เงินโอน QR,21 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
153,VP01491,สงกรานณ์,,,092-2658-168,เงินสด,21 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
154,VP01492,คนึงนิตย์,,,081-0792-659,เงินโอน QR,21 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
155,VP01493,ภานุพงศ์ ภักดีวุฒิ,,,098-8531-521,เงินโอน QR,21 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
156,VP01494,กองสี เทพนวน,,,081-4688-739,เงินสด,21 ก.ย. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
157,VP01495,ยุวดี,,,085-4646-667,เงินสด,21 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
158,VP01496,นพรัตน์,,,093-4688-739,เงินสด,21 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
159,VP01497,วัฒนา เปาวะนา,,,087-8074-802,เงินโอน QR,21 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
160,VP01498,เชศฐ,,,084-9344-894,เงินสด,21 ก.ย. 68,A094,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ก.ย. 68
161,VP01499,วรวัฒน์ เคลือบสูงเนิน,จ.บุรีรัมย์ อ.ประโคนชัย ต.ไพต่อ เลขที่ 80 ม.14,1320500230027,090-6138-276,เงินโอน QR,22 ก.ย. 68,A086,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
162,VP01500,ลลิดา วรรณกูล,,,064-3364-637,เงินโอน QR,22 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
163,VP01501,จารุวรณ เสนาวงศ์,,,094-3701-199,เงินโอน QR,22 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
164,VP01502,อาทิตย์ กลางสุไพธิ์,,,098-4311-900,เงินสด,22 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
165,VP01503,ออฟฟี่,,,061-6613-511,เงินโอน QR,22 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
166,VP01504,การยาง,,,,เงินโอน QR,22 ก.ย. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
167,VP01505,น้ำ,,,082-2438-902,เงินสด,22 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
168,VP01506,ยศธร,,,093-3561-060,เงินสด,22 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
169,VP01507,พันนิตา สุมาดง,,,062-3311-611,เงินสด,22 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
170,VP01508,เฉลิมศักดิ์,,,098-2622-609,เงินโอน QR,22 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ก.ย. 68
171,VP01509,คณะมาร่วมงานศพ,,,,เงินสด,23 ก.ย. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ก.ย. 68
172,VP01510,นนธวัช,,,084-1793-723,เงินโอน QR,23 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ก.ย. 68
173,VP01511,พรรศิรคล มากุล,,,063-1508-917,เงินโอน QR,23 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ก.ย. 68
174,VP01512,ทนงชัย,,,082-1386-739,เงินโอน QR,23 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ก.ย. 68
175,VP01513,วิริยะ,,,097-0151-712,เงินสด,23 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ก.ย. 68
176,VP01514,ธีรภัทร,,,089-0495-361,เงินโอน QR,23 ก.ย. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ก.ย. 68
177,VP01515,บ่าวมิตรสกล,,,082-8004-147,เงินโอน QR,24 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ก.ย. 68
178,VP01516,อานิตชา อิ่มพูล,จ.บึงกาฬ อ.เมือง บ้านเลขที่ 11,1909802884545,065-8450-788,เงินสด,24 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ก.ย. 68
179,VP01517,จิรกาส เทียนอิน,,,082-5691-223,เงินสด,24 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ก.ย. 68
180,VP01518,กิตติพงศ์ นาฮี,,,064-1716-148,เงินสด,24 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ก.ย. 68
181,VP01519,ปัญทรัพย์,,,080-4257-035,เงินโอน QR,24 ก.ย. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ก.ย. 68
182,VP01520,รพินทร์,,,082-6417-213,เงินสด,24 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ก.ย. 68
183,VP01521,ชัชพันธ์ ชาดี,,,099-7156-879,เงินโอน QR,25 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ก.ย. 68
184,VP01522,คุณ แลง,,,083-2389-113,เงินโอน QR,25 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ก.ย. 68
185,VP01523,จุฬาลักษ์,,,063-4452-316,เงินโอน QR,25 ก.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ก.ย. 68
186,VP01524,บารเมชัฐ,,,061-7939-107,เงินสด,26 ก.ย. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ก.ย. 68
187,VP01525,อนันต์ ทองสีมา,,,062-7939-107,เงินโอน QR,26 ก.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ก.ย. 68
188,VP01526,ค้าอุปกณ์ยานยนต์,,,,เงินโอน QR,26 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ก.ย. 68
189,VP01527,ธนากร,,,081-9883-054,เงินสด,27 ก.ย. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ก.ย. 68
190,VP01528,นัชวัฒน์,,,097-2704-070,เงินสด,27 ก.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ก.ย. 68
191,VP01529,วาณิชกร,,,099-6864-837,เงินสด,27 ก.ย. 68,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ก.ย. 68
192,VP01530,ภุสพงษ์,,,098-2355-158,เงินสด,28 ก.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 ก.ย. 68
193,VP01531,ศิริกมล พลเยี่ยม,,,094-425-969,เงินสด,28 ก.ย. 68,A102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 ก.ย. 68
194,VP01532,ว่าที่ ร.ต. ชายมงคล,,,064-1172-945,เงินสด,28 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 ก.ย. 68
195,VP01533,คุณแท็ก,,,,เงินสด,29 ก.ย. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,30 ก.ย. 68
196,VP01534,คุณมมนต์ชัย,,,061-9949-496,เงินสด,29 ก.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,30 ก.ย. 68
197,VP01535,ธิติภา,,,064-035-1274,เงินสด,29 ก.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,30 ก.ย. 68
198,VP01536,สมหวัง,,,081-717-4394,เงินโอน QR,30 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
199,VP01537,ณัฐพงษ์,,,,เงินโอน QR,30 ก.ย. 68,B201,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
200,VP01538,สยามร่วมมิตร,,,061-363-2244,เงินโอน QR,30 ก.ย. 68,B202,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
201,VP01539,วีระยุทธ,,,093-572-9746,เงินสด,30 ก.ย. 68,B203,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
202,VP01540,ฐิตารีย์,,,093-456-6364,เงินโอน QR,30 ก.ย. 68,B204,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
203,VP01541,สุพัตรา กองทอง,,,063-391-9631,เงินโอน QR,30 ก.ย. 68,B205,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
204,VP01542,ภิรมย์ศักดิ์ สุขะ,,,098-961-9429,เงินสด,30 ก.ย. 68,B206,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
205,VP01543,ผุ้พัน,,,064-045-0828,เงินสด,30 ก.ย. 68,B207,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
206,VP01544,คนอง หนวดตีบ,,,065-579-9833,เงินสด,30 ก.ย. 68,A113,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
207,VP01545,บิ๊กสตาร์,,,084-265-5547,เงินโอน QR,30 ก.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
208,VP01546,คุณสุพจน์,,,084-792-4215,เงินสด,30 ก.ย. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
209,VP01547,สายันต์,,,089-843-9144,เงินโอน QR,30 ก.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
210,VP01548,พีระศักดิ์,,,065-496-5625,เงินโอน QR,30 ก.ย. 68,A109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
211,VP01549,เอกวัฒน์,,,,เงินโอน QR,30 ก.ย. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ต.ค. 68
212,VP01550,เพรชรัตน์,,,097-119-7316,เงินสด,,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
213,VP01551,อดิศร,,,,เงินโอน QR,,N5,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
214,VP01552,อลิสา,,,,เงินโอน QR,,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
215,VP01553,คูณจูน,,,,เงินสด,,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
216,VP01554,สัญญา,,,088-313-4564,เงินสด,,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
217,VP01555,แพรวนภา,,,095-784-1539,เงินสด,,A100,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
218,VP01556,อาหารไทย,,,099-449-3287,เงินโอน QR,,A099,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
219,VP01557,ปุณญวิช,,,093-474-3923,เงินสด,,A098,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
220,VP01558,จีรัชญาดา,,,,เงินโอน QR,,N9,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
221,VP01559,โทนี่,,,064-171-6148,เงินโอน QR,,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
222,VP01560,สุรชัย,,,093-824-2632,เงินโอน QR,,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
223,VP01561,นที แก้วกมลรัตน์,,,063-412-1347,เงินสด,,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
224,VP01562,มถุวดี,,,061-336-4025,เงินโอน QR,,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
225,VP01563,ณชิตา,,,063-724-4305,เงินโอน QR,,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
226,VP01564,วุฒิกร,,,096-486-2089,เงินสด,,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
227,VP01565,ธัชพันธุ์ สุวะ,,,061-213-4169,เงินสด,,N9,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
228,VP01566,ดุริยะ,,,,เงินสด,,A100,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
229,VP01567,เอกรินทร์,,,,เงินโอน QR,,A099,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
230,VP01568,วาสนา,,,098-534-1312,เงินสด,,A098,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
231,VP01569,บริษัท เอ็มจี เมดิคอล กรุ๊ป จำกัด,99/192 ซอยกรุงเทพกรีฑา39 แขวงทับช้าง เขตสะพานสูง กรุงเทพมหานคร 10250,105560069727,,เงินโอน QR,,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
232,VP01570,สำเริง,,,,เงินโอน QR,,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
233,VP01571,ปรีชญา,,,063-052-0107,เงินโอน QR,,B101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
234,VP01572,สถาพร,,,090-221-2400,เงินสด,,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,
